,0
12737,"Decentralisation implies a transfer of authority and responsibility from a higher level of a hierarchy to a lower level.
"
12738,"Since the majority of the Nepalese people live in the rural areas, it is but natural for development works to begin from the village level. This, in fact, underlies the basic principle of decentralisation.
"
12739,"The policy of decentralisation, therefore, implies the process for transferring authority and responsibility to local bodies in the formulation, implementation and effective management of development plans and projects with active participation of the local people. The process of decentralisation in this way attempts to integrate development plans with a more supportive role of the local organisations.
"
12740,"Major Theoretical Aspects of Decentralisation
"
12741,"The effective involvement of the people in development activities will depend largely on clear and simple guidelines, together with the institutional development of local organizations based on motivation, honesty and democratic principles.
"
12742,"The general public need to be mobilized for participation in local development so that they can learn and benefit from their own experiences.
"
12743,"Towards this end, His Majesty's Government will allow the people to implement programmes at their own pace. The system of decentralisation that the parliamentary government seeks to establish is based on such close collaboration between the people and the government. Background
"
12744,"The decentralisation system will provided opportunities to the people to make their own decisions on the development needs of their areas.
"
12745,"The new Constitution of Nepal has also made legal provisions for basic human rights and democratic freedom. The laws enacted in 1991 have specified the organisation and functions of local bodies at the district, municipal and village levels.
"
12746,"However, the relationship between the central government and the local bodies is yet to be defined clearly.
"
12747,"The present policy on decentralisation has been prepared to clarify this essential function. Two faulty practices relating to local development that were prevalent during the Panchayat regime remain to be reformed.
"
12748,"They are, (1) a highly centralized system of administration where higher level decisions are imposed on the lower level, and (2) the lack of commitment and responsibility in carrying out official tasks.
"
12749,"These weaknesses have been reinforced by political leaders, carried out by bureaucrats and encouraged by foreign aid.
"
12750,"Political decentralization has now been recognized as the best means for removing these two obstacles to development.
"
12751,"In implementing this process of decentralisation, public participation will be sought in various development programmes including poverty alleviation, reduction in environmental degradation and rapid economic development. Decentralization in this way goes beyond the concept of formal government and involves the freeing of local non-governmental and private organisations as well.
"
12752,"The role of government therefore is not to dictate but to support the development activities of non governmental organizations.
"
12753,"Objectives of the Decentralization Policy
"
12754,"1. All citizens of the country should have the freedom to organise themselves to implement development plans.
"
12755,"The main aim of the decentralization policy is to support and assist all development activities implemented by the people at their own initiative and to seek to develop the local government as well as non -government organizations involved in such activities.
"
12756,"2. The economically viable development activities need to be directly beneficial to the people, and as for as possible such activities should be initiated by the people themselves.
"
12757,"The second aim of this policy is, therefore, to make the government officials and decision makers (local politicians) responsible for providing essential support and services to public organizations engaged in development activities directly accountable and answerable to the people themselves.
"
12758,"3. All transactions relating to development must be carried out with honesty and fairness.
"
12759,"The third aim of the policy is thus, to increase public trust in local political institutions by maintaining accuracy and transparency of their financial records relating to development works.
"
12760,"Basic Policy
"
12761,"As indicated above, the most effective way of increasing development activities and cost efficiency is to encourage local organizations to set priorities and implement projects prepared to fulfill local needs.
"
12762,"However, the issue of local autonomy versus central control has been raised on different occasions.
"
12763,"These aspects are not always taken into account when preparing programmes for development. .
"
12764,"'This policy will focus mainly on the rights and responsibilities of local government agencies and matters relating to direct involvement of the local people.
"
12765,"1. Plan Formulation and Implementation
"
12766,"The local autonomous bodies, established under the laws governing local development (such as Village Development Committee Act, Municipality Act, District Development Committee Act) , will be given complete freedom of operation.
"
12767,"The elected representatives of the District Development Committee will be responsible for all activities related to the social and economic development of the District.
"
12768,"Similarly, the elected representatives of the municipality will co-ordinate the programmes implemented within the municipal area and maintain contact with the District Development Committee for all district-level programmes.
"
12769,"The elected representatives of the Village Development Committee will also be responsible for implementing and co-ordinating the programmes within the village area.
"
12770,"In matters of local development, HMG will only have a supportive role of monitoring, supervision and co-ordination.
"
12771,"In this context, the non-government organizations and the private sector will be encouraged to provide their services for productive purposes.
"
12772,"The central government will accordingly assist and inspire the local people to make decisions that can be effective in implementing local development programmes. This will be the basis for the central government assistance to local development.
"
12773,"A local-level project that is implemented either with foreign assistance or with HMG funds will be classified as a local level project if this can be implemented by local agencies or is not of national importance.
"
12774,"Any district-level project that is implemented within one or more districts will also be classified as a local level project.
"
12775,"HMG will provide necessary assistance to promote district-level co-operative efforts in development.
"
12776,"If a local development project requires an international tender for its implementation, the tender will be issued at the central level but the project will still be recognized as a local level project.
"
12777,"The local-level government offices involved in implementing the district or municipal-level projects will be accountable to the District Development Committee or the municipality.
"
12778,"All local development activities run by these offices will be under the supervision of the District Development Committee and the municipality.
"
12779,"In case the District Development Committee, the Municipality or the Village Development Committee requires technical assistance for development works, they can arrange this through direct contract systems. 2. Control of Local and Central Investments through Local Budgets
"
12780,"It is possible to increase implementation capacity, encourage leadership and increase productivity through greater public participation if the local political leadership is directly and fully responsible to people.
"
12781,"The right to make decisions on local-level development expenditure is a basic factor of local autonomy in a decentralized system.
"
12782,"All the authority relating to local budgeting, accounting and personnel will be entrusted to the District Development Committee, Village Development Committee and the Municipality within the next two years.
"
12783,"Necessary amendments will be made in the pre sent laws to implement these provisions.
"
12784,"The central government will continue to provide grants and loans to support local development projects.
"
12785,"The development grants will be made available in the following ways.
"
12786,"A Local Development Fund will be established to provide block grants to local agencies for the development of districts, towns or villages.
"
12787,"Apart from the provision that no part of the grant may be spent for administrative purposes, HMG will not specify any other condition on how the money is to b e used.
"
12788,"This fund will be operated by the Ministry of Finance and the money will be transferred directly to local bodies without government intermediary agencies.
"
12789,"The funds set up for specific purposes will be used to implement only the specific projects.
"
12790,"The guidelines for the use of money by the local bodies will be issued by the concerned central body with the advice of the National Planning commission and the Ministry of Finance.
"
12791,"The use of such funds may not be limited only to local government agencies.
"
12792,"This fund can also be made available to non-governmental organizations operating at the local level.
"
12793,"3. Use of Revenue Realised from Local Tax or Duty
"
12794,"The people living in towns and villages need to have sources of revenue in order to be independent of the central government.
"
12795,"The municipalities and the Village Development Committees will be allowed to retain revenue raised by them to meet local needs, and to carry out local development projects. The taxes raised from the local people for services and use of resources will be used to operate expand and maintain local facilities.
"
12796,"The statement of accounts will be open to public inspection, and a provision will be made for a central agency to audit the accounts at any time.
"
12797,"4. Conditions on Sanction of Grants
"
12798,"The grants provided to the local agencies by the centre need to be related to the increment of revenue at the efforts made for the local level.
"
12799,"The central grant will, thus, need to be regulated according to the local capacity to raise revenue.
"
12800,"This is known as matching grant concept.. An appropriate policy will be formulated to ensure that the remote rural areas with less population and resources will receive the necessary grants.
"
12801,"HMG will also make regular monitoring on how the central grant and the lo cal revenue are being used.
"
12802,"The local agencies which make proper use of local resources and management will be provided with higher grant amounts.
"
12803,"Besides the auditing of accounts, arrangements will be made for on-the-spot inspection of projects, and the facts obtained from such inspection will be made available to the general public.
"
12804,"The foreign donor agencies that provide aid for local development purposes will be encouraged to contribute grants directly to local agencies rather than through ministries or other government departments.
"
12805,"This arrangement will provide further incentive to local agencies including the non-government and private agencies to prepare and implement development programmes more effectively.
"
12806,"5. Implementation of Central Government Programmes in Local Areas
"
12807,"The Central Government must cease to control the implementation of local development programmes.
"
12808,"The Ministries and Departments at the central level have enough work of their own. A programme implemented at the national level is, however, the sole responsibility of the concerned Ministry. such national projects may include national level roads such as, East-West Highway, large-scale hydroelectric projects, central telecommunication network, etc.
"
12809,"The majority of the sectoral programmes included in the Eighth Plan are national-level projects.
"
12810,"Before implementing these projects, the Ministries concerned are expected to formulate implementation plans and provide guidelines and necessary support to local agencies at the District, Municipal and Village levels.
"
12811,"A local development project, however, cannot be confined to local needs and aspirations.
"
12812,"The planning for such a project should take into account the need for coordination between central policy and local needs.
"
12813,"The use and management of material resources provided by the Centre will not be in the form of centrally managed project but will be the responsibility of the local agencies.
"
12814,"The centre will also provide technical assistance for a more effective use of these materials.
"
12815,"Integrated development needs to be viewed as an essential working principle of the decentralization process.
"
12816,"The national-level projects as well as the local development programmes will be regarded as mutual ly-supportive in the overall development of the districts, towns and villages.
"
12817,"The agency which prepares and implements a central-level project will maintain close contact with the local agencies during the course of its implementation.
"
12818,"In case a local programme is contrary to the aims of the central project, the problem will be resolved through evaluation and mutual discussions.
"
12819,"6. The Organization and Functions of the users, Committee
"
12820,"The locally elected representatives will encourage the local people to organize users committees, co-operative societies and othe r such organizations to fulfil the local development objectives.
"
12821,"In this way the elected representatives and the political leaders can focus attention on how such organizations can contribute to local development. the practice of controlling these organizations by influential persons by taking the leadership or employing their own people or by any other means will be discouraged.
"
12822,"If the users' committees are able to formulate and implement development programmes on their own without external financial assis tance, they will be allowed to do so.
"
12823,"These committees or other agencies will be free to seek technical assistance from government organizations or other sources.
"
12824,"The users' committees should concentrate on such development works that require only a little or no external assistance. Any external assistance, if required or available, will not require to be channelized to them through the centre.
"
12825,"Organization of Users Committee representing the interest of the local people will be encouraged so that everyone can benefit from services such as good education, community health services, social and cultural activities, local roads, bridges, drinkingwater and other physical infrastructure for development.
"
12826,"All users of the particular service will have to contribute for the operation and maintenance of the service.
"
12827,"This Users' Committee will be given the authority and the responsibility to implement relevant programmes.
"
12828,"The District Officers will provide necessary support to the Committees and be accountable to them, but they will not in any way control or interfere their programme activities.
"
12829,"The Users' Committees will not be politicized.
"
12830,"The membership to the Committee will not be based on the political alliance of the members.
"
12831,"No person can be a Chairman of more than one Users' Committee at the same time, and a member of the Committee must be a resident of the area and one who enjoys the services provided by the said Committee.
"
12832,"7. Decentralisation and the Role of Non-governmental Organizations and the Private Sector
"
12833,"The local agencies and Users' Committees need to be provided organizational and technical assistance for implementing development activities.
"
12834,"They would also need the services of wholesalers, retailers, private firms and other financial institutions for the procurement of essential commodities and the sale of their products.
"
12835,"If the local-level or -regional-level line Ministry offices are unable to provide the required services, the local bodies will advise the Users' Committee to seek assistance from nongovernmental organizations.
"
12836,"Arrangements will be made for a nongovernmental organization or the private sector and the Users' Committee to enter into contracts system, the use of volunteer service and other management services.
"
12837,"The local bodies also need to maintain close contacts with the private sector by exchange of necessary information.
"
12838,"In addition to this, the private firms will be encouraged to implement essential economic programmes that would promote balanced economic development of the country.
"
12839,"8. Programme to Increase Efficiency of Local Bodies
"
12840,"The main thrust of decentralisation is to upgrade the working capacity of local bodies under the leadership of local representatives.
"
12841,"If the local bodies can develop a greater sense of responsibility through training of their members, the trust of the people and their participation can increase.
"
12842,"The commitment to local development can be developed only through necessary reforms in the administrative and management systems.
"
12843,"It is necessary to provide training to the locally elected representatives, the officials of the Users' Committee and the local people on how development programmes are to be implemented under a decentralised system.
"
12844,"Various conferences, seminars and training programs will be organized in the districts to improve efficiency and work skills.
"
12845,"Seminars and workshops of elected representatives of districts, to ' wns and villages will be made more effective and compatible with decentralization policy.
"
12846,"While formulating the training programmes for the local bodies, attempts will be made to have maximum participation of the concerned bodies in the choice of subjects and methods.
"
12847,"In the past, the normal practice was to rely more on unproductive development speeches rather than on teaching of practical skills.
"
12848,"While organizing training programmes for the local people associated with users groups, attention will be paid to their needs and reasonable financial and other incentives will also be provided.
"
12849,"In the remote areas where most members of the Users' Committee may not be aware of the new concepts, preliminary seminars and workshops will I initially deal with known and simple work systems and then gradually cover higher level subject matters.
"
12850,"Prices
"
12851,"Background
"
12852,"As the majority of the Nepalese people have low levels of income, it is essential to raise their living standards by controlling undue increase in prices.
"
12853,"Toward this end, the national saving rate should increase so as to channelise it in the production sector. However, in the context of the country's present economic situation, in order to implement the plan in the country, most of' the development projects expenditures have to be financed by taking foreign loans and grants.
"
12854,"This has increased the net foreign assets and the money supply on the one hand and on the other hand, the high rate of increase in the loans to the government and the private sectors from the banking sector has also helped to increase the monetary expansion.
"
12855,"Moreover, the rate of inflation has been increasing continuously due to slow increase in the production of the essential commodities in relation to increase in the money supply.
"
12856,"In order to address this situation, the Eighth Plan has adopted policies to maintain a balance between demand and supply by increasing production and productivity.
"
12857,"Nepal being a small land-locked country and as it has to depend on foreign trade for its economic development, the international and particularly, the Indian inflation rate has direct or indirect impact on its inflation rate.
"
12858,"Nepal's price situation needs to be observed in this context.
"
12859,"Progress during the Seventh Plan
"
12860,"During the Seventh Plan (fiscal year 1985/86 to 1989/90), there was a great pressure on the price level.
"
12861,"In the first year of this plan, the national urban consumer price index was increased by 15.8 percent.
"
12862,"The internal causes for this high rate of price increment was due to the devaluation of the Nepalese currency by 14.7 percent, the high rate of increase in the money supply, gradual increase in the prices of goods and services produced by the government enterprises and private sectors; and an increase in tariffs, sales taxes and excise duties, etc.
"
12863,"In the same way, the increase in the price level in the international market and particularly in India put a great pressure on the price level in the Seventh Plan period.
"
12864,"Price Situation during the Interim Year
"
12865,"After the completion of the Seventh Plan in 1989/90, the following two fiscal years; 1990/91 and 1991/92 were the years of plan holidays.
"
12866,"After the collapse of Panchayat System and the establishment of a democratic government in the month of April,1990, the improvement in the relation between Nepal and India made a favourable impact on the price situation which made the country able to maintain the inflation rate at 9.8 percent in the fiscal year 1990/91. The inflation rate, however, increased to 21.1 percent during the fiscal year 1991/92.
"
12867,"The causes of this high rate of inflation was due to the devaluation of the Nepalese currency against other convertible currencies by 20.9 percent during the last week of June 1991, the increase in the prices of raw materials and manufactured goods imported from the third countries following the adoption of partial convertibility of Nepalese currency with other convertible foreign currencies in the month of February,1992, decrease in agriculture production due to unfavourable monsoon, and price increases in goods and services produced by government and private sectors industries, etc.
"
12868,"An increase of small percentage in the price level is warranted in the course of the country's economic development.
"
12869,"However, an undue rise in the price level will have an adverse effect on the country's economic development. Considering the possible negative effects on the economic development of the country in either condition, the rise and fall in prices must be limited to a certain extent.
"
12870,"Price policies in the Eighth Plan will be as follows:
"
12871,"1. In keeping with liberal policies designed to encourage development in the economic sector, pressure on prices will be minimised by involving the private sector in production and distribution system.
"
12872,"2. Line ministries will ma ke a listing of daily consumer essentials in order to facilitate regularity in the supply of domestic produce and imported items (such as rice, pulses, spices, sugar, milk, salt and kerosene, etc.).
"
12873,"Line ministries will also develop reliable statistics relating to domestic production, demand, surplus/deficit of the listed items and partial or full import requirements.
"
12874,"On the basis of such statistics, policies will be adopted to maintain prices at desired levels by ensuring regularity in the supply management of necessary goods.
"
12875,"3. In previous years, the export of domestic essential produce (such as rice, wheat, oilseeds, etc.) was restricted. But these items were smuggled out of the country due to the lack of a control mechanism along the border.
"
12876,"The government will observe tight controls in border areas to discourage unauthorised trade.
"
12877,"But the domestic transit of local and imported product will not be restricted as such a move could hinder supply management.
"
12878,"4. Stock ceilings will be enforced among mill owners, wholesale and retail traders to break the present monopoly of large traders in the foodgrain trade. To roster a liberal economy, a competitive atmosphere will be created where cooperatives and the private sector will be involved to the maximum possible extent in the trade of essential commodities.
"
12879,"5. In order to relieve the general public from hardship by maintaining regularity, the Nepal Food Corporation will build adequate stocks of essential foodstuffs. When prices rise above desired levels, the corporation will intervene in the market to check prices.
"
12880,"The role of Nepal Food Corporation in the supply of essential commodities to remote areas will be further intensified in light of' the small number of private sector entrepreneurs willing to undertake the job,
"
12881,"6. The practice of giving subsidies by the government to recover losses incurred while fixing the prices of goods by the government such as foodgrains, chemical fertilizers and petroleum products will be gradually eliminated In order to roster favourable effects on prices through the healthy and competitive involvement of' the private sector and cooperatives, the monopoly of public enterprises in the import and distribution of these goods will be discontinued.
"
12882,"7. As the expansion in money supply has also contributed to price rises in the past, the rate of expansion in money supply will be kept within limits, in consideration of economic stability.
"
12883,"8. As recurring government budget deficits were among the main reasons behind the rapid expansion of money supply, attempts will be made in the coming years to keep budgetary deficits within stipulated limits.
"
12884,"9. While efforts will be made to ensure regularity in supply management to increase internal production, policies will be adopted to import deficit items from cheapest possible sources.
"
12885,"Measures will also be introduced to eliminate differences in import prices arising from varied rates if) customs tariff.
"
12886,"10. The price level will not be allowed to increase beyond 9.0 percent on an average during the plan period.
"
12887,"Financial Resource Mobilisation
"
12888,"The policy of financial resource mobilisation has an important role in achieving the objectives envisaged by the Eighth Plan.
"
12889,"To achieve these objectives, the increase in share of investment in Gross Domestic Product of the economy is needed.
"
12890,"In addition, it is equally necessary that the investment structure also takes a directional change favourable to the economic and social development efforts of the country.
"
12891,"Furthermore, in the context of the liberal economic policy adopted by the nation, the formulation of a policy on financial resource mobilisation has become necessary to orient the available government and non-government sector's economic resources towards right direction.
"
12892,"The mobilisation of financial resources with due attention to the interrelationships among various macro-economic policies for the maximum utilisation of' the opportunities of development generated by the liberal economic policy and an increase in the Gross Domestic Saving rate in the economy have become necessary for development.
"
12893,"This policy has been formulated taking these facts into consideration.
"
12894,"Existing Challenges
"
12895,"Although the Seventh Plan (1984/85 - 1989/90) had stressed on resource mobilisation for increasing investment, it failed to achieve the targeted progress.
"
12896,"This led to the emergence of the following problems in the mobilisation of the resources.
"
12897,"Deficit Gross Revenue Mobilisation: Nepal joined the rank of those countries which mobilises low total revenue in the share of' the Gross Domestic Product.
"
12898,"In the fiscal year 1984/85 the tax revenue constituted 7.1 percent and the non-tax revenue 1.7 percent and thus, the total revenue comprised 8.8 percent of the GDP In the fiscal year 1989/90, the share of total revenue in the GDP reached 10.2 percent with the tax revenue contributing 8.0 percent. and the non-tax revenue 2.2 percent.
"
12899,"In the same way the revised estimate for 1991/92 shows the total revenue will stand at 10.2 percent with tax revenue contributing 7.7 percent and non-tax revenue 2.5 percent.
"
12900,"This situation evidently vindicates the need for increasing the quantity of the mobilisation of the revenue.
"
12901,"Increase in Regular Expenditure: The regular expenditure has shown an excessive growth in total government expenditure.
"
12902,"In 1984/85, the share of the regular expenditure in the GDP was 6.5 percent, which increased to 7.3 percent in 1989/90.
"
12903,"In the fiscal year 1991/92, the revised estimate of this expenditure is 7.4 percent, This increase in regular expenditure stalled any possible positive impact on revenue savings.
"
12904,"The revenue savings stood at 2.3 percent of GDP in 1984/85, which remained at 2.9 percent in 1989/90.
"
12905,"In the fiscal year 1991/92, the revised estimate for this savings is 2.8 percent of the GDP.
"
12906,"Thus, without changing the present revenue savings ratio, there exist few possibilities to bring about any favourable changes in the government financial position.
"
12907,"Dependence on Deficit Finance Mobilisation: Because of the absence of desirable changes in the revenue savings, the deficit finance mobilisation has emerged as a permanent mechanism of resource mobilisation to general resources for the growing development expenditure.
"
12908,"The share of deficit finance in GDP was 4.1 percent in 1984/85 and it remained at 2.7 percent in 1989/90.
"
12909,"The revised estimate of this share in 1991/92 is 1.0 percent.
"
12910,"Thus, the deficit finance mobilisation has shown a declining tendency. However, if enough resources are not mobilized through revenue and foreign assistance, the government's dependence on deficit finance will remain a characteristic feature.
"
12911,"Thus, it appears that the deficit finance had exerted lower pressure on the non -banking sector than on the banking sector in the past, which clearly indicates the prevalence of a situation of an undesirable competition between the government and private sectors. Increased Reliance on External Resources:
"
12912,"Because of the insufficiency of internal resource mobilisation, the reliance on external resources for financing the development expenditures grew heavily.
"
12913,"In 1984/85, while the foreign assistance contributed 48.8 percent to the total development expenditure, this contribution increased to 61.1 percent in 1989/90.
"
12914,"The share of foreign assistance it development expenditure decreased to 52.7 percent in 1990/91, but it will be salutary to further decrease its share in the years to come.
"
12915,"It is certainly not desirable to depend excessively on foreign assistance for our development efforts.
"
12916,"Disparity between Foreign Assistance and Utilisation: In the foreign esources front, the disparity between foreign assistance commitments and its actual utilisation has become a matter of concern.
"
12917,"The actual utilisation of foreign assistance in 1984/85 stood at 44.7 percent of the commitments, which decreased to 40.7 percent in 1989/901. Thus, the deficiency in the absorptive capacity has emerged as a problem than the insufficiency in the external resource mobilisation.
"
12918,"Predominance of Loans in Total Foreign Assistance: During the Seventh Plan period, the loans had a predominant share in the total foreign assistance.
"
12919,"The share of loans in foreign assistance in 1984/85 stood at 65.5 percent, which further increased to 72.0 percent in 1989/90.
"
12920,"In the fiscal year 1990/91, this share went upto 77.8 percent.
"
12921,"This situation has clearly enunciated the fact that a proper utilisation of available resources needs to be emphasized as much as the scarch for the additional resources while formulating resource mobilisation policy.
"
12922,"There are various factirs that have contributed to the emergence of these tendencies it) ,overnment. financial position.
"
12923,"The main problems include the lack of timely and procedural reforms in the prevailing revenue regime, revenue pilferage allegedly occurring in large amounts, Darrow revenue bases lack of training and skills anion.- employee.,;, low flexibility in revenue regime failure to use the external resources fully,etc.
"
12924,"These problems will be gradually removed and ill order to generate revenue for maintaining a high and sustainable rate of investment the following additional resource mobilisation policies will be adopted during file Eighth Plan period. Objectives:
"
12925,"The main objectives of the resource mobilization policy it) the Eighth Plan will he the followings: 1 .
"
12926,"To assist in increasing the Gross Dome stic Saving Rate by changing the unnecessary and inappropriate consumption patterns 2. To create a conducive atmosphere for channelling the investment to productive sectors by raising the total investment growth rate by 3.0 percentage points during the plan period.
"
12927,"3. To avail regular Supply of financial resources ill required quantity in order to carry oil with development activities in kit) uninterrupted and sustainable manner
"
12928,"4. TO Make efforts for efficient mobilization of internal resources and to make appropriate and optimum utilisation of foreign assistance.
"
12929,"5. To utilise the internal and external resources in a complementary perspective taking their interrelationships into consideration.
"
12930,"These objectives have been taken into account In tile formulation Of the policy of fanancial resouree mobilisation, Which encompasses the mobilisation of both internal and external resources.
"
12931,"Policy Based Programmes 1 	Internal Re-source Mobilisation:
"
12932,"The mobilisation of internal resources will be emphasized for meeting the need of' increased investment for development works and for gradually replacing the foreign assistance.
"
12933,"The following special efforts will be made to bring about a structural change in the internal resource mobilization.
"
12934,"On the one hand, new measure s of resource mobilisation will be adopted and, on the other, appropriate changes will be brought about in the prevailing revenue regime To raise the share of revenue in GDP, the revenue will be increased by 2.5 percentage points during the plan period, thus raising the share of revenue in GDP to 13.4 percent For this, both tax and non-tax revenue sources will be used to the maximum extent.
"
12935,"(a) In the tax revenue front, the tax system will be made simple and extensive by making appropriate changes in the structure ol the tax system.
"
12936,"The local and central level taxes will be clearly defined in the plan period.
"
12937,"(b) 	By reviewing the purposes of various taxes, any vague and multi faceted purposes will be replaced by one purpose for one specific tax.
"
12938,"(c) 	In the context of the agriculture sector not having been brought within the domain of the tax regime, an appropriate tax system will be developed and implemented with the objective of commercialising the agriculture sector.
"
12939,"(d) 	With a view to promoting the sales tax as a revenue base lot resource mobilisation by merging several prevailing taxes with it, it will be eventually developed into value added lax.
"
12940,"(e) 	While excise duty will be limited to some specific items the excise system will be modified in keeping wit h the liberal economic policies adopted by the government.
"
12941,"However, the foreign assistance utilisation figure of 1990/91 has exceeded the approved mounts. This is to he considered as all exeeption it, view of the inclusion of the previously utilized amounts into the figures for 1990/91.
"
12942,"(I) 	Extensive reforms will he made in customs to bring about uniformity in tariff' rat"" and necessary arrangements will be made to bring the tariff system in line with international conventions.
"
12943,"(g) 	The prevailing income tax rates will be reformed, simplified and extended. (h) 	Land revenue will be reviewed and gradually developed as a local resource.
"
12944,"(i) 	Wealth tax will be further refined and made more practical in line with social justice.
"
12945,"(j) 	Reforms will be made in revenue administration.
"
12946,"Organizing a separate administrative set-up in the revenue sector, it will be made more scientific, efficient and effective.
"
12947,"Simplification, clarity, transparency and efficacy will be infused into the tax and non-tax administration.
"
12948,"At the same time, necessary measures will be adopted to minimize revenue pilferage.
"
12949,"Training programmes will be conducted to strengthen the revenue administration and make it more efficient.
"
12950,"At the same time, the organisational structures of administrative agencies will be further strengthened and necessary studies and reviews will be conducted.
"
12951,"These changes will impart more flexibility to the revenue structure and especially to the taxation system and augment revenue collection.
"
12952,"At the same time, these measures will contribute to production growth by encouraging the private sector savings and investments.
"
12953,"These arrangements will increase the share of direct taxes in the total tax revenue collection, which is expected to bring about sustainability in the mobilisation of internal resources by reorienting revenue collection presently based heavily on external trade towards internal production.
"
12954,"The non-tax revenue includes the income from the selling of government goods and services, profit, principal and interest.
"
12955,"Prices of such goods and services will be fixed in accordance with the cost of production and by maintaining quality standards of these goods and services.
"
12956,"Such services will be extended on the basis of their investment cost and their rates will be reviewed periodically.
"
12957,"2. External Resource Mobilisation
"
12958,"2.1 	Emphasis will be laid on maximum increase in the utilization or productivity of resources obtained from external sources.
"
12959,"2.2 	Special efforts will be made to utilise the available resources as the inability to utilise them has been a bigger problem than the mobilisation of additional external resources.
"
12960,"2.3 	Foreign loan assistance will be drawn only for areas accorded priority by government and the role of government will remain dominant in the formulation and execution of such projects. The preference for the services of foreign consultants will be modified to develop a trend to use the services of Nepalese professionals as far as possible.
"
12961,"2.4 	The selection of projects for external assistance will be made in specific areas identified by the plan in terms of priority.
"
12962,"2.5 	Foreign loans will be approved only for productive programmes and for other programmes external grants will be mobilised as far as possible.
"
12963,"2.6 	Commercial loans will not be accepted in normal circumstances. they may be accepted only in exceptional situations depending on the nature of the project.
"
12964,"2.7 	Necessary arrangements will be made for the private sector, if it seeks to mobilise foreign loan investment at its own liability.
"
12965,"2.8 	Provisions will be made to avoid duplication and to increase the utility of assistance received from international organisations by allowing its use with the participation of the private sector or through other organisations only in areas specified by the plan.
"
12966,"2.9 	Special attention will be paid to subjectwise and countrywise reconciliation of the foreign assistance in order to ensure the initiation and completion of the foreign aided projects according to the programmes fixed in advance.
"
12967,"The existing system of aid consortium will be utilised to the maximum to mobilise the aid commitments from international agencies and foreign countries in a coordinated fashion.
"
12968,"2.10 	An estimation of the internal and external resources will be made for three years for the main projects being operated under foreign assistance to eliminate the disparity between the available external resources and their utilization.
"
12969,"Efforts will, thus, be made to prevent the implementation of projects from being adversely affected by the scarcity of resources by ensuring the availability of both external and internal resources in adequate quantities in advance.
"
12970,"The above mentioned policy based programmes will contribute substantially to achieve a sustainable growth rate in economy during the Eighth Plan by facilitating the effective utilisation of external resources.
"
12971,"Money, Banking and Credit
"
12972,"Monetary and credit management aspects have their own peculiar significance in the macro-economic management.
"
12973,"In monetary management system , on the one hand, there is a need to orient the quantity of money supply in accordance with the actual demand of the economy on regular basis. On the other hand, the flow of financial resources in credit management system cannot be left to the discretion of commercial banks and financial institutions, it is also necessary to direct the flow of these resources in greater quantities to the socially debilitated but productive and priority-accorded sectors.
"
12974,"In the context of Nepal having adopted an open economy, an excessive level of liquidity will initially exert pressure on the balance of payments and foreign exchange reserve and subsequently cause adverse effects on the domestic price situation. Thus, it will be necessary to maintain a balanced monetary position to attain the economic growth rate envisaged in the plan.
"
12975,"The sustainable economic growth can only be achieved if the monetary balance is maintained.
"
12976,"Another important objective of monetary management is to achieve maximum mobilisation of internal resources.
"
12977,"The monetary policy needs to be oriented towards encouraging the people to save through the creation of a competitive environment among banks and financial institutions and motivating the desirous entrepreneurs to mobilise the available resources through the collection of' the scattered savings in production and employment generating programme in the country.
"
12978,"In this perspective, it is necessary along with a planned process of economic development to initiate programmes that can create new financial bases for the economy, consolidate the existing ones and encourage healthy competition.
"
12979,"A review of the requirements and availability of resources reveals that there is a tremendous resource gap between resource requirements arid its availability in the country; this is indeed indicative of the fact that a large share of private savings is still lying outside the domain of institutional systems, In this context, an efficient mobilisation of internal resources can further enhance the participation of the private sector in the economic development of the nation.
"
12980,"Current Challenges in the Monetary Sector
"
12981,"It is necessary to Control the rate of monetary expansion in harmony with the development of' the real sector in order to maintain internal and external balance in the economy but. this has not, been achieved as yet The main factors contributing to the Prevalence Of this Situation are (a) failure to minimize the role of' the government, (b) continued increase in net, foreign assets leading to increase in liquidity, (c) failure to enhance resource mobilization by banks and institution it) a warranyed manner, (d) the position of the money market and the scarcity of alternative monetary tools, (e) lack of dynamism in the capital market, and (f) the absence of a competitive environment.
"
12982,"Over the recent years, there were some efforts made to prevent the government sector from becoming a cause for monetary expansion by gradually limiting its role but there has not been any significant decline in the government role except in a very few instances.
"
12983,"The present government has adopted the policy of limiting the role of the government gradually to prevent it from causing monetary expansion and developing the private sector as the backbone of the economy. In this context, it is incumbent upon HMG to observe strict monetary discipline.
"
12984,"The continued growth in net foreign exchange assets and the subsequent liquidity generated by this have become the main factors causing monetary expansion.
"
12985,"There have not developed any effective measures to counteract the adverse impact of the above mentioned growth on monetary liquidity.
"
